,M041052,M041056,M041069,M041076,M041281,M041164,M041146,M041152,M041258A,M041258B,M041131,M041275,M041186,M041336,M031303,M031309,M031245,M031242A,M031242B,M031242C,M031247,M031219,M031173,M031085,M031172
2680,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2681,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
2695,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2696,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
2713,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1
2714,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
2731,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2732,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0
2749,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2750,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
2765,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
2766,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1
2783,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2784,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1
2800,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2801,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,1,1
2817,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,1,1,0
2834,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
2835,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,1,1
2852,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2853,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,0,1
2869,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1
2870,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1
2887,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1
2888,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
2905,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1
2906,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,0
2922,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2923,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
2939,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1
2940,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1
2956,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
2957,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0,1
2974,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1
2975,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
2992,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0
2993,,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,1,1,1
3008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1
3009,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,1
3021,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
3037,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0
3038,,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,1,1,1
3055,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1
3056,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
3072,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
3073,,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,1,1,1
3090,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
3091,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
3108,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1
3109,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
3126,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3127,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,1
3143,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
3144,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,0
3161,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0
3162,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,0
3179,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
3180,,,,,,,,,,,,,,,1,0,0,1,1,1,0,1,0,0,1
3197,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1
3198,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
3214,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0
3230,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
3231,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,1
3248,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3249,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
3265,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0
3266,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0
3281,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
3282,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1
3299,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1
3300,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,1
3316,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1
3317,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0
3334,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
3335,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,0
3351,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1
3352,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,0,1,1
3369,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,1,1,0
3386,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
3387,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,1,1
3412,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
3413,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,0
3429,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
3430,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
3446,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1
3447,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0
3464,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1
3465,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0
3482,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0
3499,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1
3500,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
3515,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1
3516,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,0,1
3533,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1
3534,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1,1
3549,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1
3564,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
3565,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,0
3579,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
3580,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,1,0,0
3595,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1
3596,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,1
3612,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
3613,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1
3631,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1
3632,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
3648,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1
3649,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,0,1
3665,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1
3666,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,1
3683,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1
3684,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0
3701,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1
3702,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0
3718,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0
3734,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1
3735,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1
3750,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0
3751,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
3765,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0
3766,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,1,1,0
3780,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
3781,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
3794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3795,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,1,1
3812,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
3813,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,0
3830,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
3831,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0
3848,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3849,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,1,1,1
3866,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3867,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,0,1
3883,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3884,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,0,1
3900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3901,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
3917,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1
3918,,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,1,1
3935,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3936,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
3952,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0
3953,,,,,,,,,,,,,,,1,0,0,0,1,1,0,1,0,0,0
3969,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
3986,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,0,1
4001,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1
4002,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,0,0,0
4019,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
4020,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,0,0,1
4037,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4038,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,1,1,1
4055,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
4056,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,1,1
4072,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1
4073,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,1,1
4090,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
4091,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,0
4108,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0
4109,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,1,1,1
4127,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1
4128,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0,1
4144,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4145,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,0
4162,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4163,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,1
4180,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1
4197,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0
4198,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
4215,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1
4216,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
4233,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1
4234,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,0,1
4250,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4265,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0
4266,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
4282,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1
4298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4299,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,1
4315,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
4316,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
4330,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4331,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,1,1,0
4348,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1
4349,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,1,1,1
4365,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
4366,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,0,1
4383,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1
4399,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1
4400,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
4414,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
4415,,,,,,,,,,,,,,,1,0,0,1,1,1,0,1,1,0,1
4430,,,,,,,,,,,,,,,1,0,1,1,1,1,0,1,1,0,1
4445,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4446,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1
4463,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0
4464,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,1,1
4481,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
4482,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,1
4497,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4498,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,0
4513,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4514,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1
4530,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
4531,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,1
4548,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
4549,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
4566,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
4567,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4584,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
4585,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,1
4601,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4602,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,0,1
4617,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,0
4633,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4634,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,1
4649,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
4650,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
4667,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0
4668,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,1
4685,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
4686,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,0,0
4703,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
4719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4720,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0
4735,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1
4736,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,1,0,1
4753,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4754,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
4770,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
4771,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,0,1
4788,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
4789,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0
4806,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1
4807,,,,,,,,,,,,,,,1,0,0,1,1,1,0,1,1,1,1
4823,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
4824,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,1,0,1
4840,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,1
4854,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1
4855,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0
4870,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4871,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
4888,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
4889,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1
4906,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4907,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,0,1
4923,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0
4924,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,0,0
4941,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4942,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1
4957,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
4958,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0
4973,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4974,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,0,0
4990,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4991,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5004,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5005,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,0,1
5020,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5035,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5036,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
5051,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0
5068,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1
5069,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,1,0,1
5086,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5087,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,0,1,0
5103,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
5104,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,1
5121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
5122,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0
5139,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
5140,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0
5157,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5158,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,0,1
5175,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,0,0
5192,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1
5193,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1
5209,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
5210,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,1,1
5227,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
5228,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,0,0
5245,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
5246,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,1
5263,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1
5264,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
5278,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1
5279,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,0,1
5294,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
5295,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,1,1,0
5309,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,1
5326,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1
5327,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
5344,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
5345,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,1
5361,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0
5362,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
5378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
5379,,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,1,0,1
5395,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
5396,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,1,1
5414,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
5415,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,0,1
5430,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,1
