Unnamed: 0,A1,A2,A3,A4,A5
821,0.0,0.0,0.0,1.0,0.0
822,0,0,0,1,1
823,0.0,0.0,1.0,1.0,0.0
824,0,0,0,0,0
825,0.0,1.0,0.0,1.0,1.0
826,0,0,0,1,1
827,1.0,0.0,0.0,1.0,1.0
828,0,0,1,1,1
829,0.0,1.0,0.0,1.0,0.0
830,0,0,1,1,1
831,0.0,0.0,0.0,0.0,1.0
832,0,0,1,1,1
833,1.0,1.0,1.0,1.0,1.0
834,1,0,1,1,1
835,0.0,0.0,0.0,1.0,0.0
836,0,1,1,0,1
837,1.0,1.0,0.0,0.0,1.0
838,0,0,1,1,1
839,0.0,0.0,0.0,0.0,0.0
840,0,0,0,1,1
841,0.0,1.0,1.0,1.0,1.0
842,0,0,0,0,0
843,1.0,1.0,0.0,1.0,1.0
844,0,0,0,1,1
845,1.0,0.0,0.0,0.0,0.0
846,0,1,1,0,1
847,1.0,1.0,1.0,1.0,0.0
848,0,1,1,1,1
849,0.0,0.0,0.0,0.0,0.0
850,1,1,0,1,1
851,0.0,0.0,1.0,1.0,0.0
852,0,1,1,1,1
853,0.0,1.0,1.0,1.0,1.0
854,0,1,0,1,1
855,0.0,1.0,1.0,1.0,1.0
856,0,0,0,1,0
857,1.0,1.0,0.0,1.0,1.0
858,1,0,1,0,1
859,1.0,1.0,1.0,1.0,1.0
860,0,0,0,1,0
861,0.0,0.0,0.0,1.0,1.0
862,1,0,1,1,1
863,0.0,1.0,1.0,1.0,0.0
864,0,1,1,1,1
865,0.0,0.0,0.0,1.0,0.0
866,0,0,1,1,0
867,0.0,1.0,0.0,1.0,1.0
868,0,0,1,1,1
869,1.0,1.0,1.0,1.0,1.0
870,0,1,0,1,1
871,1.0,0.0,0.0,0.0,0.0
872,0,0,0,0,1
873,1.0,1.0,1.0,1.0,1.0
874,0,0,0,0,1
875,1.0,1.0,1.0,0.0,0.0
876,0,0,0,0,0
877,0.0,0.0,0.0,1.0,1.0
878,0,0,0,0,1
879,1.0,0.0,1.0,1.0,1.0
880,0,0,1,0,0
881,0.0,0.0,1.0,0.0,0.0
882,0,1,1,1,1
883,1.0,1.0,0.0,1.0,1.0
884,0,0,1,1,1
885,1.0,0.0,0.0,1.0,1.0
886,0,0,0,1,1
887,0.0,0.0,1.0,1.0,1.0
888,1,1,1,1,1
889,0.0,1.0,1.0,1.0,1.0
890,0,0,0,1,1
891,1.0,0.0,0.0,1.0,1.0
892,0,0,0,1,0
893,1.0,1.0,1.0,1.0,1.0
894,0,0,0,0,0
895,0.0,1.0,0.0,1.0,1.0
896,0,1,0,0,1
897,1.0,1.0,0.0,1.0,1.0
898,0,1,0,1,1
899,1.0,1.0,1.0,1.0,0.0
900,1,1,1,1,1
901,0.0,1.0,1.0,1.0,1.0
902,0,0,0,1,1
903,0.0,0.0,0.0,1.0,1.0
904,0,1,1,1,1
905,1.0,0.0,0.0,1.0,0.0
906,0,0,0,1,1
907,0.0,1.0,1.0,0.0,1.0
908,0,0,1,1,0
909,0.0,1.0,0.0,0.0,1.0
910,0,0,0,1,1
911,0.0,1.0,0.0,0.0,0.0
912,0,0,1,1,1
913,0.0,0.0,0.0,0.0,0.0
914,0,1,0,1,0
915,0.0,0.0,0.0,1.0,1.0
916,1,0,0,1,1
917,1.0,1.0,1.0,1.0,1.0
918,1,0,0,1,1
919,0.0,0.0,0.0,0.0,1.0
920,1,0,1,1,1
921,1.0,0.0,0.0,1.0,0.0
922,1,0,1,1,1
923,1.0,1.0,0.0,1.0,0.0
924,0,0,0,1,0
925,1.0,1.0,0.0,0.0,1.0
926,0,0,1,1,1
927,0.0,1.0,0.0,1.0,1.0
928,0,1,1,1,1
929,1.0,0.0,0.0,0.0,0.0
930,0,0,1,1,1
931,0.0,1.0,1.0,0.0,1.0
932,0,0,1,0,1
933,0.0,1.0,1.0,1.0,0.0
934,0,0,0,1,0
935,0.0,0.0,0.0,1.0,0.0
936,0,0,0,1,0
937,1.0,1.0,1.0,1.0,1.0
938,0,0,0,1,1
939,0.0,1.0,1.0,1.0,1.0
940,0,0,1,1,1
941,1.0,0.0,0.0,0.0,0.0
942,0,0,0,0,1
943,0.0,0.0,0.0,0.0,0.0
944,0,1,1,0,0
945,0.0,1.0,0.0,0.0,1.0
946,0,0,0,0,1
947,1.0,0.0,0.0,1.0,0.0
948,0,0,1,0,0
949,1.0,1.0,0.0,1.0,1.0
950,0,0,0,1,1
951,0.0,1.0,1.0,1.0,0.0
952,0,0,0,0,0
953,0.0,1.0,0.0,1.0,1.0
954,0,0,0,1,1
955,1.0,1.0,0.0,1.0,1.0
956,1,0,1,1,1
957,0.0,0.0,0.0,1.0,0.0
958,0,0,0,1,1
959,0.0,1.0,1.0,1.0,1.0
960,0,0,1,1,1
961,0.0,1.0,1.0,1.0,0.0
962,0,1,0,1,1
963,1.0,1.0,0.0,1.0,1.0
964,0,0,1,1,0
965,1.0,0.0,0.0,1.0,0.0
966,0,0,0,0,0
967,1.0,1.0,1.0,1.0,1.0
968,0,0,1,1,1
969,0.0,1.0,1.0,1.0,1.0
970,0,1,1,0,1
971,1.0,1.0,1.0,1.0,1.0
972,0,1,1,1,1
973,0.0,1.0,0.0,0.0,0.0
974,0,0,1,1,1
975,0.0,1.0,1.0,1.0,1.0
976,0,0,1,1,1
977,1.0,0.0,0.0,1.0,1.0
978,0,0,1,0,1
979,1.0,1.0,1.0,1.0,0.0
980,0,1,0,1,1
981,0.0,0.0,0.0,0.0,0.0
982,0,1,1,1,1
983,0.0,1.0,0.0,1.0,1.0
984,0,0,0,0,1
985,0.0,1.0,0.0,1.0,1.0
986,1,1,1,1,1
987,0.0,1.0,1.0,1.0,1.0
988,0,1,1,1,1
989,1.0,1.0,0.0,0.0,1.0
990,0,0,1,1,1
991,0.0,1.0,0.0,0.0,1.0
992,0,0,0,0,1
993,0.0,0.0,0.0,1.0,0.0
994,1,0,0,0,0
995,1.0,0.0,1.0,1.0,0.0
996,0,0,1,0,1
997,1.0,1.0,1.0,1.0,1.0
998,0,0,1,1,1
999,0.0,1.0,0.0,1.0,1.0
